gameId,team,year,round,playerId,displayName,gameNumber,Disposals,Kicks,Marks,Handballs,Goals,Behinds,HitOuts,Tackles,Rebounds,Inside50s,Clearances,Clangers,Frees,FreesAgainst,BrownlowVotes,ContestedPossessions,UncontestedPossessions,ContestedMarks,MarksInside50,OnePercenters,Bounces,GoalAssists,PercentPlayed,Subs
2020R407,Adelaide,2020,4,2010763943,Tom Lynch,143,15,11,7,4,0,0,0,0,3,1,1,4,0,1,0,3,12,0,0,0,0,1,90,nan
2020R407,Adelaide,2020,4,2020773834,Shane McAdam,1,5,2,2,3,0,0,0,4,0,0,0,3,0,3,0,3,3,0,1,0,0,0,82,nan
2020R407,Adelaide,2020,4,2020772746,Fischer McAsey,4,4,2,0,2,0,0,0,2,0,1,0,0,1,0,0,3,1,0,0,3,0,0,88,nan
2020R407,Adelaide,2020,4,2020777569,Ned McHenry,3,14,4,4,10,0,0,0,1,0,0,1,4,0,1,0,3,10,0,0,0,0,0,83,nan
2020R407,Adelaide,2020,4,2018774782,Lachlan Murphy,36,7,3,1,4,0,0,0,7,0,2,0,1,2,0,0,5,3,0,0,0,0,0,87,nan
2020R407,Adelaide,2020,4,2016798113,Reilly OBrien,24,9,3,2,6,0,0,21,5,0,1,0,2,0,0,0,5,4,2,0,0,0,0,94,nan
2020R407,Adelaide,2020,4,2018807950,Myles Poholke,12,12,9,6,3,1,0,0,3,2,1,2,2,0,1,0,3,10,0,1,3,0,0,83,nan
2020R407,Adelaide,2020,4,2009835778,Rory Sloane,203,13,6,1,7,0,0,0,4,1,3,7,2,4,2,0,10,2,0,0,2,1,0,73,nan
2020R407,Adelaide,2020,4,2011832909,Brodie Smith,171,16,15,3,1,0,0,0,4,10,0,0,0,1,0,0,2,5,0,0,2,0,0,86,nan
2020R407,Adelaide,2020,4,2011843284,Daniel Talia,190,6,5,3,1,0,0,0,2,5,2,0,1,1,1,0,5,2,1,0,7,0,0,89,nan
2020R407,Adelaide,2020,4,2009877055,Taylor Walker,193,11,9,4,2,2,1,0,0,0,4,0,4,2,2,0,5,6,0,1,3,0,2,82,nan
2020R507,Adelaide,2020,5,2012662083,Luke Brown,155,9,7,4,2,0,0,0,1,2,1,0,0,0,0,0,1,6,0,0,0,0,0,81,nan
2020R507,Adelaide,2020,5,2016673533,Ben Crocker,30,14,12,8,2,0,1,0,1,2,3,0,4,1,0,0,4,9,2,1,0,0,0,79,nan
2020R507,Adelaide,2020,5,2013674392,Brad Crouch,88,28,15,3,13,0,0,0,4,2,4,6,4,1,1,0,9,19,0,0,0,0,0,85,nan
2020R507,Adelaide,2020,5,2014678470,Matt Crouch,113,27,10,4,17,0,0,0,5,1,3,4,3,0,2,0,11,16,0,0,0,0,0,81,nan
2020R507,Adelaide,2020,5,2018689604,Tom Doedee,25,18,7,5,11,0,0,0,1,3,0,0,2,0,0,0,11,7,3,0,2,0,0,91,nan
2020R507,Adelaide,2020,5,2018703883,Billy Frampton,6,10,4,4,6,1,1,1,0,0,2,0,2,0,2,0,5,5,1,1,3,0,1,82,nan
2020R507,Adelaide,2020,5,2020728148,Will Hamill,3,13,8,5,5,0,0,0,1,3,1,1,3,1,1,0,2,10,0,0,0,0,0,76,nan
2020R507,Adelaide,2020,5,2013724713,Kyle Hartigan,102,7,4,2,3,0,0,0,1,3,1,0,1,1,0,0,3,4,0,0,4,0,0,88,nan
2020R507,Adelaide,2020,5,2019748529,Chayce Jones,13,12,3,0,9,0,0,0,1,1,1,0,4,1,2,0,8,5,0,0,2,0,0,77,nan
2020R507,Adelaide,2020,5,2016755444,Ben Keays,34,14,11,2,3,0,0,0,4,4,4,5,1,1,1,0,7,7,0,0,1,0,0,83,nan
2020R507,Adelaide,2020,5,2015754078,Jake Kelly,80,9,8,3,1,0,0,0,3,1,2,0,3,0,1,0,1,6,0,0,7,0,0,92,nan
2020R507,Adelaide,2020,5,2013762245,Rory Laird,148,25,14,6,11,0,0,0,1,3,2,0,0,1,0,0,3,22,0,0,1,0,0,83,nan
2020R507,Adelaide,2020,5,2010763943,Tom Lynch,144,17,13,4,4,1,1,0,1,0,2,0,1,0,0,0,4,13,0,1,0,0,0,83,nan
2020R507,Adelaide,2020,5,2020773834,Shane McAdam,2,7,6,3,1,1,1,0,5,0,3,0,1,1,1,0,4,3,2,0,0,0,0,73,nan
2020R507,Adelaide,2020,5,2020777569,Ned McHenry,4,12,4,3,8,0,2,0,0,0,0,1,2,1,1,0,6,6,0,1,1,0,0,82,nan
2020R507,Adelaide,2020,5,2018774782,Lachlan Murphy,37,7,4,2,3,0,1,0,2,0,1,0,2,1,2,0,3,5,0,1,0,0,0,69,nan
2020R507,Adelaide,2020,5,2016798113,Reilly OBrien,25,16,7,4,9,0,0,17,3,2,1,2,1,2,0,0,4,11,1,0,0,0,0,92,nan
2020R507,Adelaide,2020,5,2018807950,Myles Poholke,13,7,3,3,4,1,0,0,1,0,2,2,0,0,0,0,4,3,1,1,0,2,0,75,nan
2020R507,Adelaide,2020,5,2009835778,Rory Sloane,204,16,7,1,9,0,0,0,1,1,3,1,0,0,0,0,7,8,0,0,1,0,1,81,nan
2020R507,Adelaide,2020,5,2011832909,Brodie Smith,172,20,15,7,5,0,0,0,1,1,3,1,4,1,2,0,3,18,0,0,0,0,0,73,nan
2020R507,Adelaide,2020,5,2011843284,Daniel Talia,191,9,6,6,3,0,0,0,1,4,1,0,1,0,1,0,2,8,0,0,6,0,0,89,nan
2020R507,Adelaide,2020,5,2009877055,Taylor Walker,194,6,2,0,4,0,0,0,1,0,2,1,1,0,0,0,4,3,0,0,4,0,0,83,nan
2020R604,Adelaide,2020,6,2012662083,Luke Brown,156,11,7,4,4,0,0,0,3,4,0,0,2,1,1,0,3,8,0,0,1,0,0,74,nan
2020R604,Adelaide,2020,6,2013674392,Brad Crouch,89,23,14,3,9,0,0,0,2,1,3,5,5,2,2,0,9,14,0,0,0,0,0,75,nan
2020R604,Adelaide,2020,6,2014678470,Matt Crouch,114,29,16,4,13,0,0,0,0,2,6,3,3,3,0,0,10,19,0,0,1,0,0,67,nan
2020R604,Adelaide,2020,6,2018689604,Tom Doedee,26,20,15,11,5,0,0,0,0,6,0,1,3,1,1,0,2,16,1,0,1,0,0,94,nan
2020R604,Adelaide,2020,6,2018703883,Billy Frampton,7,8,4,4,4,1,0,5,0,0,0,0,1,0,1,0,3,5,1,1,0,0,0,87,nan
2020R604,Adelaide,2020,6,2020728148,Will Hamill,4,12,7,3,5,0,0,0,3,3,0,0,5,2,4,0,7,9,0,0,1,0,1,74,nan
2020R604,Adelaide,2020,6,2013724713,Kyle Hartigan,103,10,5,6,5,0,0,0,2,0,1,0,0,0,0,0,2,7,0,0,5,0,0,93,nan
2020R604,Adelaide,2020,6,2019748529,Chayce Jones,14,11,6,2,5,1,0,0,2,2,0,2,2,4,2,0,5,6,0,0,0,0,0,83,nan
2020R604,Adelaide,2020,6,2016755444,Ben Keays,35,13,7,3,6,0,0,0,1,0,1,0,2,0,2,1,2,11,0,0,1,0,0,96,nan
2020R604,Adelaide,2020,6,2015754078,Jake Kelly,81,10,10,8,0,0,0,0,2,4,0,0,1,0,0,0,1,9,0,0,2,0,0,98,nan
2020R604,Adelaide,2020,6,2013762245,Rory Laird,149,17,7,5,10,0,0,0,2,2,2,1,2,1,1,0,3,14,0,0,1,0,1,77,nan
2020R604,Adelaide,2020,6,2010763943,Tom Lynch,145,17,10,5,7,1,0,0,1,0,0,0,1,0,0,0,5,12,0,1,0,0,0,82,nan
